Title,Artist,Creation_Date,estimate_year,url,img_URL,Medium,height_cm,width_cm,Accession_number,recoloured_image,colour_palette,relative_frequencies
The Family of the Island of Procida with Vesuvius in the Background,David Allan,1775,1775,https://artuk.org/discover/artworks/the-family-of-the-island-of-procida-with-vesuvius-in-the-background-124243/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CSF/CLA/CSF_CLA_PCF_60-001.jpg,oil on panel,28.0,35.3,903 291,"[[[45 32 18]
  [45 32 18]
  [45 32 18]
  ...
  [45 32 18]
  [45 32 18]
  [45 32 18]]

 [[45 32 18]
  [45 32 18]
  [45 32 18]
  ...
  [45 32 18]
  [45 32 18]
  [45 32 18]]

 [[45 32 18]
  [45 32 18]
  [45 32 18]
  ...
  [45 32 18]
  [45 32 18]
  [45 32 18]]

 ...

 [[36 33 19]
  [36 33 19]
  [36 33 19]
  ...
  [45 32 18]
  [45 32 18]
  [45 32 18]]

 [[36 33 19]
  [36 33 19]
  [36 33 19]
  ...
  [45 32 18]
  [45 32 18]
  [45 32 18]]

 [[36 33 19]
  [36 33 19]
  [36 33 19]
  ...
  [45 32 18]
  [45 32 18]
  [45 32 18]]]","[array([45, 32, 18], dtype=uint8), array([96, 74, 58], dtype=uint8), array([36, 33, 19], dtype=uint8), array([96, 59, 28], dtype=uint8), array([73, 72, 56], dtype=uint8), array([80, 78, 31], dtype=uint8), array([64, 38, 11], dtype=uint8), array([118,  53,  25], dtype=uint8), array([211, 161, 113], dtype=uint8), array([116,  92,  75], dtype=uint8), array([149, 103,  60], dtype=uint8), array([103, 105,  40], dtype=uint8), array([154,  39,  27], dtype=uint8), array([178, 100,  41], dtype=uint8), array([169,  96,  57], dtype=uint8), array([161, 107,  34], dtype=uint8), array([218, 146, 105], dtype=uint8)]","[0.5416105169340464, 0.08848930481283422, 0.08265953654188948, 0.06932798573975045, 0.04025222816399287, 0.028037433155080213, 0.027714795008912656, 0.025150623885918003, 0.01983511586452763, 0.017741532976827096, 0.011121212121212122, 0.009252228163992869, 0.00849554367201426, 0.008367201426024956, 0.008294117647058823, 0.007286096256684492, 0.006364527629233512]"
"Sea-Coast Scene, Smugglers",George Morland,1793,1793,https://artuk.org/discover/artworks/sea-coast-scene-smugglers-85392/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_248-001.jpg,oil on canvas,31.8,38.1,248,"[[[151 171 174]
  [151 171 174]
  [151 171 174]
  ...
  [121 123 112]
  [121 123 112]
  [121 123 112]]

 [[151 171 174]
  [151 171 174]
  [151 171 174]
  ...
  [121 123 112]
  [121 123 112]
  [121 123 112]]

 [[151 171 174]
  [151 171 174]
  [151 171 174]
  ...
  [121 123 112]
  [121 123 112]
  [121 123 112]]

 ...

 [[ 43  34  18]
  [ 43  34  18]
  [ 43  34  18]
  ...
  [ 43  34  18]
  [ 43  34  18]
  [ 43  34  18]]

 [[ 43  34  18]
  [ 43  34  18]
  [ 43  34  18]
  ...
  [ 43  34  18]
  [ 43  34  18]
  [ 43  34  18]]

 [[ 43  34  18]
  [ 43  34  18]
  [ 43  34  18]
  ...
  [ 43  34  18]
  [ 43  34  18]
  [ 43  34  18]]]","[array([121, 123, 112], dtype=uint8), array([151, 171, 174], dtype=uint8), array([162, 168, 153], dtype=uint8), array([135, 112,  65], dtype=uint8), array([89, 72, 36], dtype=uint8), array([43, 34, 18], dtype=uint8), array([76, 63, 40], dtype=uint8), array([39, 35, 16], dtype=uint8), array([74, 68, 44], dtype=uint8), array([131, 116,  71], dtype=uint8), array([79, 70, 33], dtype=uint8), array([212, 211, 184], dtype=uint8), array([118, 104,  82], dtype=uint8), array([175, 159, 109], dtype=uint8), array([173, 151, 100], dtype=uint8)]","[0.17877884426666169, 0.16867014963036348, 0.16231670046823743, 0.09519145396599904, 0.07918913614400404, 0.07206744114320962, 0.06940942269409422, 0.046098488742675026, 0.03709636718786508, 0.02755778199388768, 0.025163322336140267, 0.011035823434301897, 0.010256362327915736, 0.010032056973560006, 0.007136648691084797]"
View of the Clyde and Dumbarton Rock,Horatio McCulloch,19th C,1900,https://artuk.org/discover/artworks/view-of-the-clyde-and-dumbarton-rock-183140/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/EDI/HSE/EDI_HSE_DUM373-001.jpg,oil on canvas,74.0,95.0,DUM373,"[[[190 188 161]
  [190 188 161]
  [190 188 161]
  ...
  [176 152 104]
  [176 152 104]
  [176 152 104]]

 [[190 188 161]
  [190 188 161]
  [190 188 161]
  ...
  [190 188 161]
  [190 188 161]
  [190 188 161]]

 [[190 188 161]
  [190 188 161]
  [190 188 161]
  ...
  [190 188 161]
  [190 188 161]
  [190 188 161]]

 ...

 [[ 38  28  14]
  [ 38  28  14]
  [ 38  28  14]
  ...
  [ 27  28  14]
  [ 27  28  14]
  [ 27  28  14]]

 [[ 38  28  14]
  [ 38  28  14]
  [ 38  28  14]
  ...
  [ 27  28  14]
  [ 27  28  14]
  [ 27  28  14]]

 [[ 38  28  14]
  [ 38  28  14]
  [ 38  28  14]
  ...
  [ 27  28  14]
  [ 27  28  14]
  [ 27  28  14]]]","[array([27, 28, 14], dtype=uint8), array([190, 188, 161], dtype=uint8), array([74, 72, 24], dtype=uint8), array([219, 216, 166], dtype=uint8), array([199, 207, 181], dtype=uint8), array([183, 175, 125], dtype=uint8), array([121, 116,  61], dtype=uint8), array([146, 116,  73], dtype=uint8), array([62, 64, 37], dtype=uint8), array([38, 28, 14], dtype=uint8), array([85, 64, 19], dtype=uint8), array([124, 118,  35], dtype=uint8), array([45, 45,  6], dtype=uint8), array([176, 152, 104], dtype=uint8), array([58, 40,  5], dtype=uint8), array([173, 164,  79], dtype=uint8)]","[0.2199205326460481, 0.17643041237113402, 0.11605455326460482, 0.09436211340206185, 0.0795618556701031, 0.05593427835051546, 0.04943298969072165, 0.03789518900343643, 0.03595146048109966, 0.03589132302405498, 0.030717353951890035, 0.02393041237113402, 0.018371993127147768, 0.010541237113402062, 0.010204037800687285, 0.004800257731958763]"
The Rivals,A. Denovan Adams,19th C,1900,https://artuk.org/discover/artworks/the-rivals-197157/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTS/MAR/NTS_MAR_96_59_1-001.jpg,oil on canvas,38.2,59.3,96.59.1,"[[[111 120 106]
  [111 120 106]
  [111 120 106]
  ...
  [111 120 106]
  [111 120 106]
  [111 120 106]]

 [[111 120 106]
  [111 120 106]
  [111 120 106]
  ...
  [111 120 106]
  [111 120 106]
  [111 120 106]]

 [[111 120 106]
  [111 120 106]
  [111 120 106]
  ...
  [111 120 106]
  [111 120 106]
  [111 120 106]]

 ...

 [[ 38  31  22]
  [ 38  31  22]
  [ 38  31  22]
  ...
  [ 67  69  53]
  [ 67  69  53]
  [ 67  69  53]]

 [[ 38  31  22]
  [ 38  31  22]
  [ 38  31  22]
  ...
  [ 67  69  53]
  [ 67  69  53]
  [ 67  69  53]]

 [[ 38  31  22]
  [ 38  31  22]
  [ 38  31  22]
  ...
  [ 67  69  53]
  [ 67  69  53]
  [ 67  69  53]]]","[array([111, 120, 106], dtype=uint8), array([157, 159, 142], dtype=uint8), array([34, 33, 21], dtype=uint8), array([67, 69, 53], dtype=uint8), array([38, 31, 22], dtype=uint8), array([175, 159, 140], dtype=uint8), array([145, 132, 116], dtype=uint8), array([75, 60, 46], dtype=uint8), array([136, 155, 156], dtype=uint8), array([112, 133, 133], dtype=uint8), array([65, 66, 26], dtype=uint8), array([179, 169, 125], dtype=uint8), array([177, 153, 116], dtype=uint8), array([144, 113,  73], dtype=uint8), array([96, 68, 36], dtype=uint8)]","[0.29879945286195286, 0.13407617845117845, 0.1301546717171717, 0.12273884680134681, 0.09789667508417509, 0.06933606902356902, 0.02470749158249158, 0.02433291245791246, 0.019406565656565657, 0.01884469696969697, 0.01726220538720539, 0.01580071548821549, 0.014519149831649831, 0.0071875, 0.0049368686868686866]"
Whalers in Pack Ice,,19th C,1900,https://artuk.org/discover/artworks/whalers-in-pack-ice-136303/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NSC/ABMS/NSC_ABMS_PEHMS_P118573.jpg,oil on canvas,66.7,144.3,PEHMS_P11857,"[[[97 73 34]
  [97 73 34]
  [97 73 34]
  ...
  [97 73 34]
  [97 73 34]
  [97 73 34]]

 [[97 73 34]
  [97 73 34]
  [97 73 34]
  ...
  [97 73 34]
  [97 73 34]
  [97 73 34]]

 [[45 33 19]
  [45 33 19]
  [45 33 19]
  ...
  [97 73 34]
  [97 73 34]
  [97 73 34]]

 ...

 [[97 73 34]
  [97 73 34]
  [97 73 34]
  ...
  [45 33 19]
  [45 33 19]
  [45 33 19]]

 [[97 73 34]
  [97 73 34]
  [97 73 34]
  ...
  [45 33 19]
  [45 33 19]
  [45 33 19]]

 [[97 73 34]
  [97 73 34]
  [97 73 34]
  ...
  [45 33 19]
  [45 33 19]
  [45 33 19]]]","[array([146, 121,  70], dtype=uint8), array([184, 157,  99], dtype=uint8), array([97, 73, 34], dtype=uint8), array([190, 171, 111], dtype=uint8), array([45, 33, 19], dtype=uint8), array([191, 160,  86], dtype=uint8), array([157, 124,  52], dtype=uint8), array([199, 174,  97], dtype=uint8), array([142, 124,  70], dtype=uint8)]","[0.3497462176671547, 0.29415324548560273, 0.12075158613958029, 0.07854807223035627, 0.06107369448511469, 0.049854807223035626, 0.020668618838457786, 0.0131564177647633, 0.012047340165934603]"
New Aberdeen,Alexander Nasmyth,c.1807,1807,https://artuk.org/discover/artworks/new-aberdeen-107487/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/ABDC/ABD_ABDC_ag008214-001.jpg,oil on canvas,50.7,73.2,ABDAG008214,"[[[170 174 157]
  [170 174 157]
  [170 174 157]
  ...
  [119 118 101]
  [170 174 157]
  [170 174 157]]

 [[170 174 157]
  [170 174 157]
  [170 174 157]
  ...
  [119 118 101]
  [119 118 101]
  [119 118 101]]

 [[170 174 157]
  [170 174 157]
  [170 174 157]
  ...
  [119 118 101]
  [119 118 101]
  [119 118 101]]

 ...

 [[ 71  71  48]
  [ 12  16   6]
  [ 12  16   6]
  ...
  [  2   8  10]
  [  2   8  10]
  [ 28  19   8]]

 [[ 71  71  48]
  [ 71  71  48]
  [  2   8  10]
  ...
  [  2   8  10]
  [ 28  19   8]
  [ 28  19   8]]

 [[ 71  71  48]
  [ 71  71  48]
  [  2   8  10]
  ...
  [ 28  19   8]
  [ 71  71  48]
  [ 71  71  48]]]","[array([12, 16,  6], dtype=uint8), array([190, 166, 145], dtype=uint8), array([134, 118, 105], dtype=uint8), array([170, 174, 157], dtype=uint8), array([ 2,  8, 10], dtype=uint8), array([217, 215, 196], dtype=uint8), array([234, 213, 190], dtype=uint8), array([71, 71, 48], dtype=uint8), array([28, 19,  8], dtype=uint8), array([119, 118, 101], dtype=uint8), array([90, 67, 31], dtype=uint8), array([74, 70, 30], dtype=uint8), array([242, 209, 166], dtype=uint8), array([85, 70, 50], dtype=uint8), array([141, 111,  72], dtype=uint8), array([205, 172, 132], dtype=uint8), array([124, 115,  71], dtype=uint8), array([45, 45,  7], dtype=uint8)]","[0.22347036134794965, 0.12732237109216402, 0.1061510353227771, 0.09509845716605765, 0.05949350385708486, 0.05817295980511571, 0.04952395452699959, 0.04723000406008932, 0.03837697929354446, 0.032806536743808366, 0.029964474218432804, 0.02736500203004466, 0.024555420219244825, 0.024052984165651645, 0.018919001218026796, 0.01868250101502233, 0.01176512383272432, 0.007049330085261876]"
"'The Comet', Smack",,1809,1809,https://artuk.org/discover/artworks/the-comet-smack-93926/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/EDI/CITY/EDI_CITY_CAC_27_1991-001.jpg,oil on canvas,82.5,123.2,CAC27_1991,"[[[102  74  39]
  [102  74  39]
  [102  74  39]
  ...
  [146 121  79]
  [146 121  79]
  [146 121  79]]

 [[102  74  39]
  [102  74  39]
  [102  74  39]
  ...
  [146 121  79]
  [146 121  79]
  [146 121  79]]

 [[102  74  39]
  [102  74  39]
  [102  74  39]
  ...
  [146 121  79]
  [146 121  79]
  [146 121  79]]

 ...

 [[ 28  28  33]
  [ 28  28  33]
  [ 28  28  33]
  ...
  [ 28  28  33]
  [ 28  28  33]
  [ 28  28  33]]

 [[ 28  28  33]
  [ 28  28  33]
  [ 28  28  33]
  ...
  [ 28  28  33]
  [ 28  28  33]
  [ 28  28  33]]

 [[ 28  28  33]
  [ 28  28  33]
  [ 28  28  33]
  ...
  [ 28  28  33]
  [ 28  28  33]
  [ 28  28  33]]]","[array([194, 166, 118], dtype=uint8), array([146, 121,  79], dtype=uint8), array([71, 73, 60], dtype=uint8), array([130, 114,  89], dtype=uint8), array([30, 31, 27], dtype=uint8), array([176, 161, 117], dtype=uint8), array([118, 113,  89], dtype=uint8), array([28, 28, 33], dtype=uint8), array([139, 126,  86], dtype=uint8), array([102,  74,  39], dtype=uint8), array([234, 203, 147], dtype=uint8), array([207, 165,  93], dtype=uint8), array([167,  95,  64], dtype=uint8), array([240, 203, 126], dtype=uint8)]","[0.21318335445711872, 0.15200781580059147, 0.12461026615969582, 0.08633924799324039, 0.0796715251373046, 0.07827101816645543, 0.06981199831009717, 0.05256548373468525, 0.047897127165188, 0.03650190114068441, 0.03235213350232362, 0.016300168990283057, 0.0062885509083227716, 0.004199408534009294]"
"View of the Middle Church and Harbour, Greenock",Robert W. Salmon,1812,1812,https://artuk.org/discover/artworks/view-of-the-middle-church-and-harbour-greenock-183455/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STC/INV/STC_INV_1977_1136-001.jpg,oil on canvas laid on panel,75.5,115.5,1977.1136,"[[[ 51  34  18]
  [ 80  61  39]
  [ 80  61  39]
  ...
  [136 129  87]
  [136 129  87]
  [136 129  87]]

 [[ 80  61  39]
  [ 80  61  39]
  [ 80  61  39]
  ...
  [136 129  87]
  [136 129  87]
  [136 129  87]]

 [[ 80  61  39]
  [ 80  61  39]
  [ 80  61  39]
  ...
  [136 129  87]
  [136 129  87]
  [136 129  87]]

 ...

 [[ 80  61  39]
  [ 80  61  39]
  [ 80  61  39]
  ...
  [ 51  34  18]
  [ 51  34  18]
  [ 51  34  18]]

 [[ 80  61  39]
  [ 80  61  39]
  [ 80  61  39]
  ...
  [ 51  34  18]
  [ 51  34  18]
  [ 51  34  18]]

 [[ 80  61  39]
  [ 80  61  39]
  [ 80  61  39]
  ...
  [ 51  34  18]
  [ 51  34  18]
  [ 51  34  18]]]","[array([94, 65, 28], dtype=uint8), array([144, 113,  68], dtype=uint8), array([196, 167, 116], dtype=uint8), array([51, 34, 18], dtype=uint8), array([80, 61, 39], dtype=uint8), array([168, 159, 116], dtype=uint8), array([136, 129,  87], dtype=uint8), array([62, 39,  9], dtype=uint8), array([155, 106,  40], dtype=uint8), array([210, 161,  88], dtype=uint8), array([121,  60,  26], dtype=uint8), array([167,  92,  31], dtype=uint8), array([235, 196, 132], dtype=uint8)]","[0.25316519546027744, 0.17341424968474148, 0.14342475830180748, 0.11965111391340899, 0.10354770912147962, 0.0932051282051282, 0.024727826817990753, 0.02415931063472047, 0.018991172761664565, 0.017098570828079026, 0.012621899957965532, 0.008825136612021858, 0.007167927700714586]"
Evening in the Bay of Genoa,Andrew Wilson,1821,1821,https://artuk.org/discover/artworks/evening-in-the-bay-of-genoa-210876/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_NG_2520-001.jpg,oil on canvas,116.7,170.4,NG 2520,"[[[177 177 193]
  [177 177 193]
  [177 177 193]
  ...
  [125 134 174]
  [125 134 174]
  [125 134 174]]

 [[177 177 193]
  [177 177 193]
  [177 177 193]
  ...
  [125 134 174]
  [125 134 174]
  [125 134 174]]

 [[177 177 193]
  [177 177 193]
  [177 177 193]
  ...
  [125 134 174]
  [125 134 174]
  [125 134 174]]

 ...

 [[ 45  32  27]
  [ 45  32  27]
  [ 45  32  27]
  ...
  [ 45  32  27]
  [ 45  32  27]
  [ 45  32  27]]

 [[ 45  32  27]
  [ 45  32  27]
  [ 45  32  27]
  ...
  [ 45  32  27]
  [ 45  32  27]
  [ 45  32  27]]

 [[ 45  32  27]
  [ 45  32  27]
  [ 45  32  27]
  ...
  [ 45  32  27]
  [ 45  32  27]
  [ 45  32  27]]]","[array([231, 218, 202], dtype=uint8), array([85, 66, 58], dtype=uint8), array([45, 32, 27], dtype=uint8), array([177, 177, 193], dtype=uint8), array([136, 112,  98], dtype=uint8), array([194, 174, 155], dtype=uint8), array([244, 235, 211], dtype=uint8), array([202, 170, 131], dtype=uint8), array([207, 202, 208], dtype=uint8), array([125, 134, 174], dtype=uint8), array([154, 121,  89], dtype=uint8), array([231, 204, 161], dtype=uint8), array([236, 222, 180], dtype=uint8)]","[0.18276486988847584, 0.16986524163568772, 0.15031830855018588, 0.1310153345724907, 0.11076672862453532, 0.09744191449814127, 0.07013708178438662, 0.028740706319702602, 0.022846189591078068, 0.01263011152416357, 0.009379646840148699, 0.008519981412639405, 0.005573884758364313]"
The Battle of Trafalgar,John Wilson,1824,1824,https://artuk.org/discover/artworks/the-battle-of-trafalgar-207991/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/SS/EAC/SS_EAC_PCF50-001.jpg,oil on canvas,74.0,104.7,PCF50,"[[[120 117 100]
  [120 117 100]
  [120 117 100]
  ...
  [ 82  71  59]
  [ 82  71  59]
  [ 82  71  59]]

 [[120 117 100]
  [120 117 100]
  [120 117 100]
  ...
  [ 82  71  59]
  [ 82  71  59]
  [ 82  71  59]]

 [[120 117 100]
  [120 117 100]
  [120 117 100]
  ...
  [ 82  71  59]
  [ 82  71  59]
  [ 82  71  59]]

 ...

 [[ 68  67  57]
  [ 68  67  57]
  [ 68  67  57]
  ...
  [ 68  67  57]
  [ 68  67  57]
  [ 68  67  57]]

 [[ 68  67  57]
  [ 68  67  57]
  [ 68  67  57]
  ...
  [ 68  67  57]
  [ 68  67  57]
  [ 68  67  57]]

 [[ 68  67  57]
  [ 68  67  57]
  [ 68  67  57]
  ...
  [ 68  67  57]
  [ 68  67  57]
  [ 68  67  57]]]","[array([68, 67, 57], dtype=uint8), array([128, 115,  97], dtype=uint8), array([120, 117, 100], dtype=uint8), array([82, 71, 59], dtype=uint8), array([42, 43, 37], dtype=uint8), array([185, 167, 141], dtype=uint8), array([172, 168, 148], dtype=uint8), array([200, 175, 137], dtype=uint8), array([227, 210, 183], dtype=uint8), array([229, 205, 164], dtype=uint8), array([143, 118,  83], dtype=uint8), array([216, 209, 185], dtype=uint8), array([99, 77, 44], dtype=uint8)]","[0.25242915904936014, 0.15265539305301645, 0.14898994515539304, 0.1119446983546618, 0.10476691042047533, 0.05704753199268739, 0.044659506398537475, 0.04325639853747715, 0.030029707495429617, 0.021672760511882997, 0.016236288848263253, 0.011892138939670933, 0.0044195612431444245]"
Brig 'Circassian',,c.1835,1835,https://artuk.org/discover/artworks/brig-circassian-106164/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_ag008044-001.jpg,oil on canvas,27.0,67.0,ABDAG008044,"[[[196 227 232]
  [196 227 232]
  [196 227 232]
  ...
  [129 128 111]
  [129 128 111]
  [129 128 111]]

 [[196 227 232]
  [196 227 232]
  [196 227 232]
  ...
  [129 128 111]
  [129 128 111]
  [129 128 111]]

 [[196 227 232]
  [196 227 232]
  [196 227 232]
  ...
  [129 128 111]
  [129 128 111]
  [129 128 111]]

 ...

 [[ 34  25  20]
  [ 34  25  20]
  [ 34  25  20]
  ...
  [ 23  20  28]
  [ 23  20  28]
  [ 23  20  28]]

 [[ 34  25  20]
  [ 34  25  20]
  [ 34  25  20]
  ...
  [ 23  20  28]
  [ 23  20  28]
  [ 23  20  28]]

 [[ 34  25  20]
  [ 34  25  20]
  [ 34  25  20]
  ...
  [ 23  20  28]
  [ 23  20  28]
  [ 23  20  28]]]","[array([23, 20, 28], dtype=uint8), array([162, 165, 186], dtype=uint8), array([149, 165, 176], dtype=uint8), array([141, 117, 103], dtype=uint8), array([142, 160, 204], dtype=uint8), array([127, 125, 146], dtype=uint8), array([196, 227, 232], dtype=uint8), array([91, 68, 57], dtype=uint8), array([166, 171, 158], dtype=uint8), array([178, 158, 145], dtype=uint8), array([14, 14,  9], dtype=uint8), array([34, 25, 20], dtype=uint8), array([147, 115,  74], dtype=uint8), array([205, 217, 206], dtype=uint8), array([120, 135, 148], dtype=uint8), array([129, 128, 111], dtype=uint8), array([116, 133, 175], dtype=uint8), array([187, 155, 106], dtype=uint8), array([74, 65, 81], dtype=uint8), array([104,  71,  36], dtype=uint8), array([230, 217, 212], dtype=uint8), array([218, 214, 223], dtype=uint8), array([130, 160, 199], dtype=uint8), array([159, 115,  39], dtype=uint8), array([ 67,  75, 118], dtype=uint8)]","[0.12907407407407406, 0.09371574074074074, 0.09109166666666667, 0.06828333333333333, 0.06315555555555556, 0.053717592592592595, 0.050432407407407405, 0.05025, 0.049808333333333336, 0.04962592592592593, 0.04698425925925926, 0.046264814814814814, 0.02908888888888889, 0.022789814814814815, 0.02170185185185185, 0.02156111111111111, 0.019993518518518518, 0.01906851851851852, 0.01626574074074074, 0.014645370370370371, 0.011130555555555555, 0.009972222222222223, 0.008406481481481482, 0.008246296296296297, 0.004725925925925926]"
"St Machar's Cathedral at Sunset, Aberdeen",Alexander Nasmyth,1830s,1830,https://artuk.org/discover/artworks/st-machars-cathedral-at-sunset-aberdeen-104995/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/ABD/UA/ABD_UA_30270-001.jpg,oil on canvas,127.5,176.0,ABDUA 30270,"[[[171 179 151]
  [171 179 151]
  [171 179 151]
  ...
  [137 128  86]
  [137 128  86]
  [137 128  86]]

 [[171 179 151]
  [171 179 151]
  [171 179 151]
  ...
  [137 128  86]
  [137 128  86]
  [137 128  86]]

 [[171 179 151]
  [171 179 151]
  [171 179 151]
  ...
  [137 128  86]
  [137 128  86]
  [137 128  86]]

 ...

 [[ 32  35  31]
  [ 32  35  31]
  [ 32  35  31]
  ...
  [ 32  35  31]
  [ 32  35  31]
  [ 32  35  31]]

 [[ 32  35  31]
  [ 32  35  31]
  [ 32  35  31]
  ...
  [ 32  35  31]
  [ 32  35  31]
  [ 32  35  31]]

 [[ 32  35  31]
  [ 32  35  31]
  [ 32  35  31]
  ...
  [ 32  35  31]
  [ 32  35  31]
  [ 69  71  63]]]","[array([191, 180, 133], dtype=uint8), array([171, 179, 151], dtype=uint8), array([69, 71, 63], dtype=uint8), array([63, 71, 76], dtype=uint8), array([213, 211, 183], dtype=uint8), array([221, 206, 157], dtype=uint8), array([111, 111,  96], dtype=uint8), array([32, 35, 31], dtype=uint8), array([32, 32, 38], dtype=uint8), array([66, 67, 75], dtype=uint8), array([85, 72, 62], dtype=uint8), array([125, 110,  94], dtype=uint8), array([32, 38, 41], dtype=uint8), array([200, 176, 129], dtype=uint8), array([226, 204, 158], dtype=uint8), array([144, 118,  79], dtype=uint8), array([184, 167, 140], dtype=uint8), array([137, 128,  86], dtype=uint8)]","[0.12709995014955133, 0.11320725324027917, 0.09808231555333997, 0.08988347457627119, 0.08867460119641077, 0.0765344591226321, 0.057053838484546364, 0.05636839481555334, 0.050386340977068796, 0.04625810069790628, 0.04113129361914257, 0.03926190179461615, 0.03585493519441675, 0.03161297357926221, 0.01871572781655035, 0.017595650548354935, 0.006603626620139582, 0.0056751620139581255]"
